"","id","wave","w2val006b","w2rit002"
"2264","4017","b",1,3
"2265","4017","c",1,1
"2266","4018","b",1,1
"2267","4018","c",3,3
"2268","4019","b",1,3
"2269","4019","c",1,2
"2270","4020","b",1,2
"2271","4020","c",3,2
"2272","4021","b",1,7
"2273","4022","b",1,2
"2274","4023","b",1,3
"2275","4023","c",1,2
"2276","4024","b",1,2
"2277","4025","b",1,2
"2278","4025","c",1,3
"2279","4026","b",1,8
"2280","4026","c",2,3
"2281","4027","b",1,8
"2282","4027","c",2,5
"2283","4028","b",1,1
"2284","4028","c",4,2
"2285","4029","b",1,3
"2286","4029","c",1,3
"2287","4030","b",1,3
"2288","4030","c",1,2
"2289","4031","b",1,6
"2290","4031","c",1,4
"2291","4032","b",1,3
"2292","4032","c",1,3
"2293","4033","b",1,3
"2294","4033","c",1,1
"2295","4034","b",1,2
"2296","4034","c",1,2
"2297","4035","b",1,2
"2298","4035","c",2,2
"2299","4036","b",1,5
"2300","4037","b",1,8
"2301","4038","b",1,3
"2302","4039","b",1,4
"2303","4039","c",1,2
"2304","4040","b",1,3
"2305","4040","c",3,3
"2306","4041","b",1,5
"2307","4041","c",1,3
"2308","4042","b",1,2
"2309","4042","c",2,2
"2310","4043","b",1,8
"2311","4043","c",2,4
"2312","4044","b",1,3
"2313","4044","c",1,2
"2314","4045","b",1,3
"2315","4045","c",2,2
"2316","4046","b",1,3
"2317","4046","c",2,4
"2318","4047","b",1,4
"2319","4047","c",1,2
"2320","4048","b",1,3
"2321","4048","c",3,3
"2322","4049","b",1,4
"2323","4049","c",1,2
"2324","4050","b",1,3
"2325","4050","c",1,1
"2326","4051","b",1,2
"2327","4051","c",2,2
"2328","4052","b",1,1
"2329","4052","c",2,4
"2330","4053","b",1,4
"2331","4053","c",2,3
"2332","4054","b",1,7
"2333","4054","c",1,5
"2334","4055","b",1,4
"2335","4055","c",2,3
"2336","4056","b",1,5
"2337","4057","b",1,5
"2338","4057","c",1,3
"2339","4058","b",1,3
"2340","4059","b",1,4
"2341","4059","c",2,3
"2342","4060","b",1,3
"2343","4060","c",2,3
"2344","4061","b",1,3
"2345","4061","c",2,2
"2346","4062","b",1,3
"2347","4062","c",1,2
"2348","4063","b",1,5
"2349","4063","c",1,2
"2350","4064","b",1,1
"2351","4064","c",2,2
"2352","4065","b",1,3
"2353","4065","c",1,3
"2354","4066","b",1,3
"2355","4066","c",2,2
"2356","4067","b",1,5
"2357","4067","c",1,5
"2358","4068","b",1,4
"2359","4068","c",2,4
"2360","4069","b",1,3
"2361","4069","c",2,3
"2362","4070","b",1,3
"2363","4070","c",2,2
"2364","4071","b",1,1
"2365","4071","c",1,1
"2366","4072","b",1,3
"2367","4073","b",1,3
"2368","4073","c",2,1
"2369","4074","b",1,3
"2370","4074","c",1,3
"2371","4075","b",1,2
"2372","4075","c",2,3
"2373","4076","b",1,6
"2374","4076","c",2,3
"2375","4077","b",1,6
"2376","4077","c",2,4
"2377","4078","b",1,3
"2378","4079","b",1,3
"2379","4079","c",2,3
"2380","4080","b",1,3
"2381","4080","c",4,2
"2382","4081","b",1,7
"2383","4082","b",1,1
"2384","4083","b",1,1
"2385","4083","c",2,1
"2386","4084","b",1,3
"2387","4084","c",2,2
"2388","4085","b",1,3
"2389","4085","c",1,2
"2390","4086","b",1,4
"2391","4086","c",2,3
"2392","4087","b",1,1
"2393","4088","b",1,7
"2394","4088","c",1,3
"2395","4089","b",1,3
"2396","4089","c",1,3
"2397","4090","b",1,1
"2398","4090","c",2,1
"2399","4091","b",1,3
"2400","4091","c",2,3
"2401","4092","b",1,3
"2402","4092","c",2,2
"2403","4093","b",1,4
"2404","4093","c",2,2
"2405","4094","b",1,4
"2406","4094","c",2,2
"2407","4095","b",1,3
"2408","4095","c",1,3
"2409","4096","b",1,8
"2410","4097","b",1,8
"2411","4097","c",2,4
"2412","4098","b",1,3
"2413","4098","c",2,3
"2414","4099","b",1,2
"2415","4099","c",2,2
"2416","4100","b",1,3
"2417","4100","c",2,2
"2418","4101","b",1,4
"2419","4101","c",1,2
"2420","4102","b",1,3
"2421","4102","c",2,3
"2422","4103","b",1,3
"2423","4103","c",2,2
"2424","4104","b",1,5
"2425","4104","c",1,3
"2426","4105","b",1,2
"2427","4106","b",1,3
"2428","4107","b",1,6
"2429","4108","b",1,8
"2430","4108","c",1,5
"2431","4109","b",1,3
"2432","4109","c",1,4
"2433","4110","b",1,2
"2434","4110","c",2,2
"2435","4111","b",1,6
"2436","4111","c",2,5
"2437","4112","b",1,1
"2438","4112","c",1,2
"2439","4113","b",1,5
"2440","4113","c",1,4
"2441","4114","b",1,3
"2442","4114","c",1,3
"2443","4115","b",1,2
"2444","4115","c",2,2
"2445","4116","b",1,1
"2446","4117","b",1,3
"2447","4117","c",3,2
"2448","4118","b",1,7
"2449","4118","c",2,5
"2450","4119","b",1,2
"2451","4120","b",1,5
"2452","4121","b",1,2
"2453","4122","b",1,2
"2454","4123","b",1,2
"2455","4123","c",2,1
"2456","4124","b",1,5
"2457","4124","c",2,2
"2458","4125","b",1,2
"2459","4126","b",1,3
"2460","4126","c",2,2
"2461","4127","b",1,3
"2462","4127","c",1,2
"2463","4128","b",1,5
"2464","4128","c",2,3
"2465","4129","b",1,2
"2466","4129","c",2,3
"2467","4130","b",1,5
"2468","4130","c",2,5
"2469","4131","b",1,3
"2470","4131","c",1,2
"2471","4132","b",1,1
"2472","4133","b",1,8
"2473","4134","b",1,1
"2474","4134","c",4,2
"2475","4135","b",1,8
"2476","4135","c",1,6
"2477","4136","b",1,4
"2478","4136","c",2,2
"2479","4137","b",1,3
"2480","4137","c",1,2
"2481","4138","b",1,3
"2482","4138","c",2,3
"2483","4139","b",1,1
"2484","4139","c",2,6
"2485","4140","b",1,1
"2486","4140","c",2,1
"2487","4141","b",1,4
"2488","4141","c",1,2
"2489","4142","b",1,1
"2490","4142","c",2,1
"2491","4143","b",1,7
"2492","4143","c",2,5
"2493","4144","b",1,3
"2494","4144","c",1,4
"2495","4145","b",1,1
"2496","4145","c",4,2
"2497","4146","b",1,3
"2498","4146","c",1,2
"2499","4147","b",1,2
"2500","4148","b",1,3
"2501","4148","c",2,3
"2502","4149","b",1,1
"2503","4150","b",1,11
"2504","4151","b",1,5
"2505","4151","c",1,2
"2506","4152","b",1,2
"2507","4152","c",2,3
"2508","4153","b",1,2
"2509","4154","b",1,3
"2510","4154","c",2,2
"2511","4155","b",1,5
"2512","4155","c",2,3
"2513","4156","b",1,4
"2514","4157","b",1,6
"2515","4157","c",3,1
"2516","4158","b",1,5
"2517","4158","c",3,2
"2518","4159","b",1,3
"2519","4159","c",3,2
"2520","4160","b",1,3
"2521","4160","c",2,5
"2522","4161","b",1,3
"2523","4161","c",1,4
"2524","4162","b",1,8
"2525","4162","c",1,3
"2526","4163","b",1,3
"2527","4163","c",2,2
"2528","4164","b",1,2
"2529","4165","b",1,4
"2530","4165","c",2,3
"2531","4166","b",1,2
"2532","4166","c",1,2
"2533","4167","b",1,1
"2534","4167","c",2,1
"2535","4168","b",1,4
"2536","4169","b",1,2
"2537","4169","c",2,1
"2538","4170","b",1,3
"2539","4170","c",2,3
"2540","4171","b",1,3
"2541","4171","c",3,3
"2542","4172","b",1,2
"2543","4172","c",1,1
"2544","4173","b",1,2
"2545","4173","c",1,2
"2546","4174","b",1,10
"2547","4174","c",2,6
"2548","4175","b",1,3
"2549","4175","c",2,2
"2550","4176","b",1,8
"2551","4176","c",1,5
"2552","4177","b",1,4
"2553","4177","c",2,2
"2554","4178","b",1,3
"2555","4178","c",2,3
"2556","4179","b",1,6
"2557","4179","c",2,3
"2558","4180","b",1,3
"2559","4180","c",1,2
"2560","4181","b",1,3
"2561","4181","c",2,3
"2562","4182","b",1,3
"2563","4183","b",1,2
"2564","4183","c",2,2
"2565","4184","b",1,4
"2566","4184","c",1,3
"2567","4185","b",1,7
"2568","4185","c",2,3
"2569","4186","b",1,4
"2570","4186","c",2,3
"2571","4187","b",1,6
"2572","4188","b",1,1
"2573","4188","c",1,2
"2574","4189","b",1,4
"2575","4189","c",1,3
"2576","4190","b",1,5
"2577","4190","c",1,4
"2578","4191","b",1,3
"2579","4192","b",1,4
"2580","4193","b",1,3
"2581","4193","c",1,3
"2582","4194","b",1,4
"2583","4194","c",1,3
"2584","4195","b",1,5
"2585","4195","c",1,2
"2586","4196","b",1,3
"2587","4196","c",1,2
"2588","4197","b",1,8
"2589","4197","c",3,5
"2590","4198","b",1,7
"2591","4198","c",2,2
"2592","4199","b",1,2
"2593","4199","c",1,2
"2594","4200","b",1,2
"2595","4200","c",1,2
"2596","4201","b",1,3
"2597","4201","c",2,2
"2598","4202","b",1,3
"2599","4202","c",2,1
"2600","4203","b",1,7
"2601","4204","b",2,2
"2602","4204","c",1,2
"2603","4205","b",2,4
"2604","4205","c",3,2
"2605","4206","b",2,3
"2606","4206","c",2,2
"2607","4207","b",2,6
"2608","4207","c",1,3
"2609","4208","b",2,2
"2610","4208","c",3,2
"2611","4209","b",2,2
"2612","4209","c",2,2
"2613","4210","b",2,3
"2614","4210","c",3,2
"2615","4211","b",2,3
"2616","4212","b",2,6
"2617","4212","c",2,3
"2618","4213","b",2,3
"2619","4213","c",2,2
"2620","4214","b",2,2
"2621","4214","c",2,2
"2622","4215","b",2,3
"2623","4215","c",2,3
"2624","4216","b",2,2
"2625","4216","c",1,2
"2626","4217","b",2,1
"2627","4217","c",4,1
"2628","4218","b",2,2
"2629","4219","c",2,3
"2630","4220","b",2,3
"2631","4220","c",2,3
"2632","4221","b",2,1
"2633","4222","b",2,3
"2634","4222","c",2,3
"2635","4223","b",2,1
"2636","4224","b",2,3
"2637","4224","c",3,2
"2638","4225","b",2,2
"2639","4225","c",2,1
"2640","4226","b",2,3
"2641","4226","c",1,2
"2642","4227","b",2,3
"2643","4227","c",2,3
"2644","4228","b",2,3
"2645","4229","b",2,5
"2646","4230","b",2,4
"2647","4230","c",2,7
"2648","4231","b",2,9
"2649","4231","c",2,7
"2650","4232","b",2,3
"2651","4233","b",2,2
"2652","4233","c",2,3
"2653","4234","b",2,3
"2654","4235","b",2,1
"2655","4235","c",3,3
"2656","4236","b",2,2
"2657","4236","c",2,2
"2658","4237","b",2,3
"2659","4237","c",2,3
"2660","4238","b",2,5
"2661","4238","c",1,3
"2662","4239","b",2,6
"2663","4239","c",3,4
"2664","4240","b",2,3
"2665","4240","c",3,3
"2666","4241","b",2,1
"2667","4241","c",2,2
"2668","4242","c",2,2
"2669","4243","b",2,4
"2670","4243","c",2,3
"2671","4244","b",2,4
"2672","4244","c",3,2
"2673","4245","b",2,2
"2674","4245","c",2,2
"2675","4246","b",2,3
"2676","4246","c",1,2
"2677","4247","b",2,4
"2678","4247","c",2,3
"2679","4248","b",2,3
"2680","4248","c",2,2
"2681","4249","b",2,5
"2682","4249","c",2,7
"2683","4250","b",2,3
"2684","4250","c",2,3
"2685","4251","b",2,5
"2686","4251","c",2,3
"2687","4252","b",2,2
"2688","4252","c",2,3
"2689","4253","b",2,4
"2690","4254","b",2,11
"2691","4254","c",2,6
"2692","4255","b",2,3
"2693","4255","c",2,3
"2694","4256","b",2,7
"2695","4256","c",2,4
"2696","4257","b",2,1
"2697","4257","c",1,2
"2698","4258","b",2,4
"2699","4258","c",2,4
"2700","4259","b",2,2
"2701","4259","c",2,2
"2702","4260","b",2,8
"2703","4260","c",4,5
"2704","4261","b",2,1
"2705","4262","b",2,1
"2706","4262","c",1,2
"2707","4263","b",2,1
"2708","4263","c",2,2
"2709","4264","b",2,2
"2710","4264","c",2,2
"2711","4265","b",2,2
"2712","4265","c",1,2
"2713","4266","b",2,2
"2714","4266","c",3,2
"2715","4267","b",2,5
"2716","4268","b",2,8
"2717","4268","c",4,4
"2718","4269","b",2,4
"2719","4269","c",4,5
"2720","4270","b",2,4
"2721","4270","c",2,3
"2722","4271","b",2,3
"2723","4271","c",2,3
"2724","4272","b",2,1
"2725","4272","c",2,1
"2726","4273","b",2,1
"2727","4274","b",2,6
"2728","4274","c",1,2
"2729","4275","b",2,3
"2730","4276","b",2,4
"2731","4277","b",2,7
"2732","4277","c",1,5
"2733","4278","b",2,1
"2734","4278","c",2,1
"2735","4279","b",2,1
"2736","4280","b",2,3
"2737","4280","c",1,3
"2738","4281","b",2,3
"2739","4281","c",3,3
"2740","4282","b",2,6
"2741","4282","c",2,3
"2742","4283","b",2,8
"2743","4283","c",2,3
"2744","4284","b",2,3
"2745","4285","b",2,5
"2746","4285","c",2,5
"2747","4286","b",2,2
"2748","4287","b",2,4
"2749","4287","c",2,4
"2750","4288","b",2,2
"2751","4288","c",2,1
"2752","4289","b",2,5
"2753","4289","c",3,4
"2754","4290","b",2,3
"2755","4290","c",2,2
"2756","4291","b",2,2
"2757","4291","c",2,3
"2758","4292","b",2,1
"2759","4292","c",1,3
"2760","4293","b",2,6
"2761","4293","c",2,1
"2762","4294","b",2,4
"2763","4295","b",2,7
"2764","4295","c",2,6
"2765","4296","b",2,2
"2766","4296","c",3,2
"2767","4297","b",2,3
"2768","4297","c",2,2
"2769","4298","b",2,2
"2770","4298","c",2,2
"2771","4299","b",2,7
"2772","4299","c",3,4
"2773","4300","b",2,3
"2774","4300","c",3,2
"2775","4301","b",2,7
"2776","4301","c",2,6
"2777","4302","b",2,2
"2778","4302","c",2,2
"2779","4303","b",2,3
"2780","4303","c",2,2
"2781","4304","b",2,3
"2782","4304","c",3,2
"2783","4305","b",2,6
"2784","4305","c",2,2
"2785","4306","b",2,5
"2786","4306","c",2,3
"2787","4307","b",2,6
"2788","4307","c",1,3
"2789","4308","b",2,6
"2790","4308","c",2,3
"2791","4309","b",2,5
"2792","4310","b",2,1
"2793","4310","c",2,1
"2794","4311","b",2,3
"2795","4311","c",1,4
"2796","4312","b",2,3
"2797","4313","b",2,2
"2798","4314","b",2,3
"2799","4314","c",2,1
"2800","4315","b",2,3
"2801","4315","c",1,2
"2802","4316","b",2,3
"2803","4316","c",1,3
"2804","4317","b",2,2
"2805","4317","c",2,3
"2806","4318","b",2,1
"2807","4318","c",2,1
"2808","4319","b",2,3
"2809","4320","b",2,2
"2810","4320","c",2,1
"2811","4321","b",2,2
"2812","4321","c",2,2
"2813","4322","b",2,1
"2814","4322","c",1,2
"2815","4323","b",2,1
"2816","4323","c",2,1
"2817","4324","b",2,1
"2818","4324","c",2,2
"2819","4325","b",2,11
"2820","4326","b",2,4
"2821","4326","c",2,3
"2822","4327","b",2,5
"2823","4327","c",2,5
"2824","4328","b",2,4
"2825","4328","c",1,3
"2826","4329","b",2,7
"2827","4330","b",2,1
"2828","4330","c",2,2
"2829","4331","b",2,3
"2830","4331","c",3,2
"2831","4332","b",2,2
"2832","4333","b",2,3
"2833","4333","c",1,2
"2834","4334","b",2,4
"2835","4334","c",3,2
"2836","4335","b",2,1
"2837","4336","b",2,3
"2838","4336","c",2,3
"2839","4337","b",2,1
"2840","4337","c",2,1
"2841","4338","b",2,2
"2842","4338","c",2,2
"2843","4339","b",2,1
"2844","4339","c",2,4
"2845","4340","b",2,3
"2846","4340","c",1,2
"2847","4341","b",2,5
"2848","4341","c",4,4
"2849","4342","b",2,2
"2850","4342","c",2,1
"2851","4343","b",2,3
"2852","4343","c",2,4
"2853","4344","b",2,7
"2854","4344","c",1,5
"2855","4345","b",2,4
"2856","4345","c",3,3
"2857","4346","b",2,2
"2858","4346","c",2,2
"2859","4347","b",2,1
"2860","4347","c",2,1
"2861","4348","b",2,1
"2862","4348","c",2,1
"2863","4349","b",2,2
"2864","4349","c",2,2
"2865","4350","b",2,2
"2866","4351","b",2,4
"2867","4351","c",2,3
"2868","4352","b",2,4
"2869","4352","c",2,2
"2870","4353","b",2,4
"2871","4353","c",2,5
"2872","4354","b",2,1
"2873","4354","c",3,4
"2874","4355","b",2,3
"2875","4355","c",1,3
"2876","4356","b",2,3
"2877","4357","b",2,4
"2878","4357","c",2,3
"2879","4358","b",2,2
"2880","4358","c",2,2
"2881","4359","b",2,2
"2882","4359","c",2,2
"2883","4360","b",2,2
"2884","4360","c",2,2
"2885","4361","b",2,2
"2886","4361","c",2,2
"2887","4362","b",2,5
"2888","4362","c",2,4
"2889","4363","b",2,8
"2890","4364","b",2,3
"2891","4364","c",3,3
"2892","4365","b",2,2
"2893","4366","b",2,1
"2894","4366","c",1,1
"2895","4367","b",2,2
"2896","4367","c",2,3
"2897","4368","b",2,4
"2898","4368","c",2,4
"2899","4369","b",2,3
"2900","4370","b",2,4
"2901","4370","c",2,3
"2902","4371","b",2,4
"2903","4371","c",3,4
"2904","4372","b",2,3
"2905","4372","c",2,2
"2906","4373","b",2,5
"2907","4373","c",2,3
"2908","4374","b",2,3
"2909","4374","c",3,2
"2910","4375","b",2,1
"2911","4376","b",2,4
"2912","4377","b",2,2
"2913","4377","c",2,3
"2914","4378","b",2,1
"2915","4378","c",3,1
"2916","4379","b",2,3
"2917","4379","c",2,2
"2918","4380","b",2,3
"2919","4380","c",2,3
"2920","4381","b",2,3
"2921","4381","c",2,3
"2922","4382","b",2,5
"2923","4382","c",1,3
"2924","4383","b",2,3
"2925","4383","c",4,2
"2926","4384","b",2,4
"2927","4384","c",2,3
"2928","4385","b",2,3
"2929","4385","c",2,1
"2930","4386","b",2,4
"2931","4386","c",1,3
"2932","4387","b",2,1
"2933","4387","c",4,1
"2934","4388","b",2,5
"2935","4388","c",2,3
"2936","4389","b",2,2
"2937","4389","c",2,2
"2938","4390","b",2,7
"2939","4390","c",2,5
"2940","4391","b",2,3
"2941","4391","c",2,2
"2942","4392","b",2,4
"2943","4392","c",2,2
"2944","4393","b",2,2
"2945","4393","c",2,2
"2946","4394","b",2,6
"2947","4394","c",2,2
"2948","4395","b",2,6
"2949","4395","c",1,2
"2950","4396","b",2,3
"2951","4397","b",2,6
"2952","4397","c",3,4
"2953","4398","b",2,4
"2954","4398","c",2,3
"2955","4399","b",2,1
"2956","4399","c",2,2
"2957","4400","b",2,3
"2958","4400","c",3,2
"2959","4401","b",2,2
"2960","4401","c",1,2
"2961","4402","b",2,4
"2962","4402","c",2,2
"2963","4403","b",2,4
"2964","4404","b",2,1
"2965","4404","c",3,2
"2966","4405","b",2,1
"2967","4405","c",1,1
"2968","4406","b",2,5
"2969","4406","c",2,3
"2970","4407","b",2,6
"2971","4407","c",2,5
"2972","4408","b",2,1
"2973","4408","c",3,1
"2974","4409","b",2,3
"2975","4409","c",2,3
"2976","4410","b",2,5
"2977","4410","c",2,3
"2978","4411","b",2,2
"2979","4411","c",2,2
"2980","4412","b",2,4
"2981","4412","c",3,4
"2982","4413","b",2,2
"2983","4413","c",2,1
"2984","4414","b",2,3
"2985","4414","c",2,4
"2986","4415","b",2,8
"2987","4415","c",2,3
"2988","4416","b",2,2
"2989","4416","c",3,1
"2990","4417","b",2,3
"2991","4417","c",1,4
"2992","4418","b",2,6
"2993","4418","c",2,2
"2994","4419","b",2,3
"2995","4419","c",2,4
"2996","4420","b",2,3
"2997","4420","c",2,2
"2998","4421","b",2,9
"2999","4421","c",2,5
"3000","4422","b",2,3
"3001","4422","c",2,2
"3002","4423","b",2,4
"3003","4423","c",2,3
"3004","4424","b",2,3
"3005","4424","c",2,2
"3006","4425","b",2,4
"3007","4425","c",2,3
"3008","4426","b",2,1
"3009","4427","b",2,7
"3010","4428","b",2,4
"3011","4429","b",2,3
"3012","4429","c",2,2
"3013","4430","b",2,4
"3014","4430","c",2,3
"3015","4431","b",2,4
"3016","4431","c",2,2
"3017","4432","b",2,4
"3018","4432","c",2,2
"3019","4433","b",2,3
"3020","4433","c",2,2
"3021","4434","b",2,4
"3022","4434","c",1,3
"3023","4435","b",2,3
"3024","4435","c",2,2
"3025","4436","b",2,4
"3026","4437","b",2,6
"3027","4437","c",1,3
"3028","4438","b",2,3
"3029","4438","c",3,3
"3030","4439","b",2,2
"3031","4439","c",2,2
"3032","4440","b",2,2
"3033","4440","c",1,1
"3034","4441","b",2,2
"3035","4442","b",2,7
"3036","4442","c",1,7
"3037","4443","b",2,6
"3038","4443","c",4,4
"3039","4444","b",2,2
"3040","4444","c",3,3
"3041","4445","b",2,3
"3042","4445","c",2,2
"3043","4446","b",2,4
"3044","4446","c",3,4
"3045","4447","b",2,5
"3046","4447","c",2,2
"3047","4448","b",2,3
"3048","4448","c",1,3
"3049","4449","b",2,3
"3050","4449","c",2,2
"3051","4450","b",2,6
"3052","4450","c",2,4
"3053","4451","b",2,1
"3054","4452","b",2,3
"3055","4452","c",1,3
"3056","4453","b",2,6
"3057","4453","c",3,5
"3058","4454","b",2,3
"3059","4454","c",2,2
"3060","4455","b",2,5
"3061","4455","c",2,3
"3062","4456","b",2,3
"3063","4456","c",2,3
"3064","4457","b",2,2
"3065","4457","c",3,2
"3066","4458","b",2,2
"3067","4458","c",2,2
"3068","4459","b",2,5
"3069","4459","c",2,3
"3070","4460","b",2,3
"3071","4460","c",2,2
"3072","4461","b",2,2
"3073","4462","b",2,3
"3074","4463","b",2,3
"3075","4463","c",1,3
"3076","4464","b",2,3
"3077","4464","c",2,3
"3078","4465","b",2,1
"3079","4466","b",2,3
"3080","4466","c",1,3
"3081","4467","b",2,5
"3082","4467","c",2,3
"3083","4468","b",2,2
"3084","4468","c",1,2
"3085","4469","b",2,4
"3086","4470","b",2,3
"3087","4470","c",1,3
"3088","4471","b",2,4
"3089","4471","c",2,4
"3090","4472","b",2,3
"3091","4472","c",2,3
"3092","4473","b",2,2
"3093","4473","c",4,2
"3094","4474","b",2,3
"3095","4474","c",2,2
"3096","4475","b",2,2
"3097","4475","c",2,2
"3098","4476","b",2,6
"3099","4476","c",2,5
"3100","4477","b",2,1
"3101","4478","b",2,5
"3102","4478","c",2,5
"3103","4479","b",2,2
"3104","4479","c",2,2
"3105","4480","b",2,2
"3106","4480","c",2,2
"3107","4481","b",2,1
"3108","4481","c",2,2
"3109","4482","b",2,2
"3110","4482","c",3,1
"3111","4483","b",2,4
"3112","4483","c",2,2
"3113","4484","b",2,7
"3114","4484","c",1,4
"3115","4485","b",2,2
"3116","4485","c",3,2
"3117","4486","b",2,4
"3118","4487","b",2,3
"3119","4487","c",2,3
"3120","4488","b",2,4
"3121","4488","c",2,3
"3122","4489","b",2,4
"3123","4489","c",2,3
"3124","4490","b",2,5
"3125","4490","c",2,3
"3126","4491","b",2,1
"3127","4491","c",2,1
"3128","4492","b",2,3
"3129","4493","b",2,2
"3130","4494","b",2,3
"3131","4494","c",4,3
"3132","4495","b",2,1
"3133","4495","c",2,2
"3134","4496","b",2,5
"3135","4496","c",2,4
"3136","4497","b",2,2
"3137","4497","c",2,2
"3138","4498","b",2,5
"3139","4498","c",2,3
"3140","4499","b",2,2
"3141","4499","c",2,2
"3142","4500","b",2,3
"3143","4501","b",2,3
"3144","4501","c",2,5
"3145","4502","b",2,4
"3146","4502","c",4,2
"3147","4503","b",2,4
"3148","4503","c",2,3
"3149","4504","b",2,2
"3150","4504","c",2,2
"3151","4505","b",2,4
"3152","4506","b",2,6
"3153","4506","c",4,4
"3154","4507","b",2,3
"3155","4507","c",2,3
"3156","4508","b",2,2
"3157","4509","b",2,6
"3158","4509","c",3,3
"3159","4510","b",2,6
"3160","4510","c",2,2
"3161","4511","b",2,2
"3162","4511","c",2,2
"3163","4512","b",2,2
"3164","4512","c",2,2
"3165","4513","b",2,2
"3166","4513","c",2,3
"3167","4514","b",2,3
"3168","4514","c",2,1
"3169","4515","b",2,5
"3170","4516","b",2,4
"3171","4516","c",2,3
"3172","4517","b",2,3
"3173","4517","c",1,3
"3174","4518","b",2,3
"3175","4518","c",2,4
"3176","4519","b",2,3
"3177","4519","c",2,3
"3178","4520","b",2,4
"3179","4521","b",2,2
"3180","4521","c",2,2
"3181","4522","b",2,3
"3182","4522","c",4,3
"3183","4523","b",2,6
"3184","4524","b",2,1
"3185","4524","c",2,1
"3186","4525","b",2,2
"3187","4525","c",3,2
"3188","4526","b",2,6
"3189","4526","c",4,3
"3190","4527","b",2,6
"3191","4527","c",2,3
"3192","4528","b",2,2
"3193","4528","c",3,1
"3194","4529","b",2,8
"3195","4530","b",2,5
"3196","4531","b",2,2
"3197","4531","c",2,2
"3198","4532","b",2,6
"3199","4532","c",2,3
"3200","4533","b",2,7
"3201","4533","c",1,3
"3202","4534","b",2,4
"3203","4535","c",2,2
"3204","4536","b",2,2
"3205","4536","c",2,2
"3206","4537","b",2,2
"3207","4537","c",2,2
"3208","4538","b",2,5
"3209","4539","b",2,4
"3210","4540","b",2,2
"3211","4540","c",2,2
"3212","4541","b",2,3
"3213","4541","c",2,2
"3214","4542","b",2,4
"3215","4542","c",2,2
"3216","4543","b",2,3
"3217","4543","c",2,2
"3218","4544","b",2,2
"3219","4544","c",2,2
"3220","4545","b",2,5
"3221","4546","b",2,3
"3222","4546","c",2,2
"3223","4547","b",2,2
"3224","4547","c",3,2
"3225","4548","b",2,2
"3226","4548","c",2,3
"3227","4549","b",2,6
"3228","4549","c",3,4
"3229","4550","b",2,5
"3230","4550","c",2,2
"3231","4551","b",2,3
"3232","4551","c",2,4
"3233","4552","b",2,4
"3234","4552","c",2,2
"3235","4553","b",2,3
"3236","4553","c",2,2
"3237","4554","b",2,5
"3238","4555","b",2,3
"3239","4555","c",2,4
"3240","4556","b",2,2
"3241","4556","c",1,3
"3242","4557","b",2,4
"3243","4557","c",2,1
"3244","4558","b",2,3
"3245","4558","c",2,2
"3246","4559","b",2,2
"3247","4559","c",2,2
"3248","4560","b",2,6
"3249","4560","c",2,3
"3250","4561","b",2,5
"3251","4561","c",2,4
"3252","4562","b",2,4
"3253","4562","c",2,3
"3254","4563","b",2,3
"3255","4564","b",2,3
"3256","4564","c",2,2
"3257","4565","b",2,4
"3258","4565","c",2,2
"3259","4566","b",2,4
"3260","4566","c",1,4
"3261","4567","b",2,2
"3262","4567","c",1,2
"3263","4568","b",2,3
"3264","4569","b",2,2
"3265","4569","c",1,1
"3266","4570","b",2,2
"3267","4570","c",2,2
"3268","4571","b",2,3
"3269","4571","c",2,2
"3270","4572","b",2,2
"3271","4572","c",1,2
"3272","4573","b",2,2
"3273","4573","c",2,2
"3274","4574","b",2,1
"3275","4574","c",1,3
"3276","4575","b",2,1
"3277","4575","c",1,3
"3278","4576","b",2,3
"3279","4576","c",1,2
"3280","4577","b",2,2
"3281","4577","c",2,2
"3282","4578","b",2,8
"3283","4578","c",1,3
"3284","4579","b",2,4
"3285","4579","c",2,2
"3286","4580","b",2,2
"3287","4580","c",2,2
"3288","4581","b",2,5
"3289","4582","b",2,4
"3290","4582","c",2,3
"3291","4583","b",2,1
"3292","4583","c",1,2
"3293","4584","b",2,3
"3294","4584","c",1,3
"3295","4585","b",2,2
"3296","4585","c",3,2
"3297","4586","b",2,4
"3298","4587","b",2,8
"3299","4587","c",2,3
"3300","4588","b",2,4
"3301","4588","c",2,3
"3302","4589","b",2,3
"3303","4589","c",3,2
"3304","4590","b",2,2
"3305","4590","c",3,2
"3306","4591","b",2,2
"3307","4591","c",2,2
"3308","4592","b",2,4
"3309","4593","b",2,2
"3310","4593","c",1,2
"3311","4594","b",2,3
"3312","4594","c",3,1
"3313","4595","b",2,2
"3314","4595","c",2,2
"3315","4596","b",2,6
"3316","4596","c",2,4
"3317","4597","b",2,3
"3318","4597","c",2,2
"3319","4598","b",2,3
"3320","4598","c",3,2
"3321","4599","b",2,3
"3322","4599","c",2,2
"3323","4600","b",2,3
"3324","4600","c",2,2
"3325","4601","b",2,5
"3326","4602","b",2,3
"3327","4602","c",1,3
"3328","4603","b",2,2
"3329","4603","c",2,2
"3330","4604","b",2,2
"3331","4604","c",3,3
"3332","4605","b",2,7
"3333","4606","b",2,6
"3334","4606","c",2,3
"3335","4607","b",2,4
"3336","4607","c",1,2
"3337","4608","b",2,8
"3338","4608","c",1,3
